3cpio	0.14.0-1ubuntu1
nautilus-data	1:50.0-0ubuntu2
nautilus-sendto	3.8.6-8ubuntu1
ncurses-base	6.6+20251231-1
ncurses-bin	6.6+20251231-1
ncurses-term	6.6+20251231-1
net-tools	2.10-2ubuntu1
netavark	1.16.1-3.1
netbase	6.5build1
netcat-openbsd	1.234-1
netpbm	2:11.10.02-1build1
netplan-generator	1.2-1ubuntu5
netplan.io	1.2-1ubuntu5
network-manager	1.54.3-2ubuntu3
network-manager-config-connectivity-ubuntu	1.54.3-2ubuntu3
network-manager-l10n	1.54.3-2ubuntu3
network-manager-openvpn	1.12.5-1
network-manager-openvpn-gnome	1.12.5-1
network-manager-pptp	1.2.12-6
network-manager-pptp-gnome	1.2.12-6
networkd-dispatcher	2.2.4-1.1ubuntu1
nftables	1.1.6-1
nm-connection-editor	1.36.0-4ubuntu1
node-abbrev	1.1.1+~1.1.2-1
node-acorn	8.16.0+ds+~cs25.18.7-4
node-agent-base	7.1.4~0~2025070717+~cs15.2.7-1build1
node-ajv	8.17.1~ds+~3.0.1+~3.1.0-4build1
node-ajv-keywords	5.1.0-4
node-ampproject-remapping	2.2.0+~cs5.15.37-1
node-ansi-escapes	5.0.0+really.4.3.1-1
node-ansi-regex	6.2.2+~cs4.0.2-1build3
node-ansi-styles	6.2.3-1
node-anymatch	3.1.3+~cs8.0.6-1
node-aproba	2.1.0-1
node-archy	1.0.0-7
node-are-we-there-yet	4.0.2+~1.1.2-1
node-argparse	2.0.1-3
node-arrify	2.0.1-3
node-assert	2.0.0+~cs3.9.8-2
node-async	3.2.6+dfsg-3
node-async-each	1.0.3-3
node-auto-bind	4.0.0-2
node-babel-helper-define-polyfill-provider	0.3.3~0~20220913+ds1-1
node-babel-plugin-add-module-exports	1.0.4+dfsg1~cs5.8.0-4
node-babel-plugin-lodash	3.3.4+~cs2.0.1-8build1
node-babel-plugin-polyfill-corejs2	0.3.3~0~20220913+ds1-1
node-babel-plugin-polyfill-corejs3	0.6.0~0~20220913+ds1-1
node-babel-plugin-polyfill-regenerator	0.4.1~0~20220913+ds1-1
node-babel7	7.20.15+ds1+~cs214.269.168-16
node-babel7-runtime	7.20.15+ds1+~cs214.269.168-16
node-balanced-match	2.0.0-1
node-base	3.0.0-3
node-base64-js	1.5.1+dfsg+~1.3.0-3
node-binary-extensions	2.2.0-2
node-brace-expansion	2.0.1+~1.1.0-2
node-braces	3.0.3+~3.0.5-1
node-browserslist	4.28.1+~cs8.14.48-1
node-builtins	5.0.1-1
node-cacache	17.0.3+ds1+~cs8.2.7-3
node-cache-base	4.0.2-2
node-camelcase	7.0.0-4
node-caniuse-lite	1.0.30001780+dfsg+~1.0.5-1
node-chalk	5.6.2+dfsg-5build3
node-chokidar	3.6.0-5
node-chownr	3.0.0-2
node-chrome-trace-event	1.0.3-2
node-ci-info	4.4.0+~cs8.2.0-3build3
node-cjs-module-lexer	1.2.3+dfsg-1
node-cli-boxes	3.0.0-1build2
node-cli-cursor	4.0.0-4
node-cli-table	0.3.11+~cs0.13.4-3
node-cli-truncate	2.1.0-5
node-cliui	7.0.4+repack+1+~cs1.4.2-2
node-clone	2.1.2+~2.1.4-1
node-clone-deep	4.0.1+~cs7.0.2-1
node-collection-visit	1.0.0-4
node-color-convert	2.0.1+~cs2.0.0-2
node-color-name	1.1.4+~1.1.1-2
node-colors	1.4.0-4build1
node-columnify	1.6.0+~1.5.4-1
node-commander	14.0.3-7
node-commondir	1.0.1+~1.0.0-1
node-component-emitter	1.3.0+~1.2.11-2
node-concat-stream	2.0.0+~2.0.3-1
node-console-control-strings	1.1.0-3
node-convert-source-map	2.0.0+~2.0.3-2
node-copy-concurrently	1.0.5-11
node-core-js	3.33.2-1build2
node-core-js-compat	3.33.2-1build2
node-core-js-pure	3.33.2-1build2
node-core-util-is	1.0.3-1
node-corepack	0.24.0-5build1
node-coveralls	3.1.1-4
node-css-loader	6.8.1+~cs14.0.17-2
node-css-selector-tokenizer	0.8.0+~cs4.8.3-1
node-data-uri-to-buffer	6.0.2~0~2025070717+~cs15.2.7-1build1
node-debbundle-es-to-primitive	1.2.1+~cs9.7.25-2
node-debug	4.4.3+~4.1.13-1
node-decamelize	4.0.0-2
node-decompress-response	6.0.0-3
node-deep-equal	2.2.3+~cs43.15.94-1
node-deep-is	0.1.4-1
node-defaults	1.0.4+~1.0.3-1
node-define-properties	1.2.1+~cs2.2.3-1
node-define-property	2.0.2+really+2.0.2-3
node-defined	1.0.1+~1.0.2-1
node-del	7.1.0-2
node-delegates	1.0.0-3
node-depd	2.0.0-2
node-diff	5.0.0~dfsg+~5.0.1-6
node-doctrine	3.0.0-4
node-electron-to-chromium	1.5.322-1
node-encoding	0.1.13-2
node-enhanced-resolve	5.15.0-1
node-envinfo	7.11.0+~cs14.3.0-7build1
node-err-code	2.0.3+dfsg-3
node-errno	1.0.0-3
node-error-ex	1.3.4-1
node-es-abstract	1.20.4+~cs26.27.47-2
node-es-module-lexer	1.1.0+dfsg-3
node-es6-error	4.1.1-5
node-escape-string-regexp	4.0.0-2
node-escodegen	2.1.0+dfsg+~0.0.10-2
node-eslint-scope	7.1.1+~3.7.4-1
node-eslint-utils	3.0.0-4
node-eslint-visitor-keys	3.3.0+~1.0.0-2
node-espree	9.4.1~dfsg-2
node-esprima	4.0.1+ds+~4.0.3-2
node-esquery	1.4.2~ds-2
node-esrecurse	4.3.0-2
node-estraverse	5.3.0+ds+~5.1.1-1
node-esutils	2.0.3+~2.0.2-2
node-events	3.3.0+~3.0.3-1
node-execa	8.0.1+dfsg1+~cs12.0.0-1build2
node-fancy-log	1.3.3+~cs1.3.1-2
node-fast-deep-equal	3.1.3-3
node-fast-levenshtein	2.0.6+ds-3
node-fetch	3.3.2+~cs11.4.11-3
node-file-entry-cache	6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-5
node-fill-range	7.1.1+~7.0.3-1
node-find-cache-dir	3.3.2+~3.2.1-1
node-find-up	6.3.0-8
node-flat-cache	3.0.4~6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-5
node-flatted	3.4.2~ds-1
node-for-in	1.0.2-4
node-for-own	1.0.0-3
node-foreground-child	4.0.3-1
node-fs-readdir-recursive	1.1.0+~1.1.3-1
node-fs-write-stream-atomic	1.0.10-6
node-function-bind	1.1.2+~cs2.1.14-2
node-functional-red-black-tree	1.0.1+20181105-8
node-gauge	4.0.4-2
node-get-caller-file	2.0.5+~cs1.1.1-4
node-get-stream	8.0.1-11
node-get-value	1:3.0.1-4
node-glob	10.3.6+~cs0.4.15-8build1
node-glob-parent	6.0.2+~5.1.3-1
node-globals	13.23.0-1
node-globby	13.1.3+~cs16.25.40-4
node-got	11.8.5+~cs58.13.36-6
node-graceful-fs	4.2.11-1
node-growl	1.10.5-4
node-gyp	12.1.0+~6.1.0-3
node-has-flag	5.0.1-1
node-has-unicode	2.0.1-5
node-has-value	2.0.2-4
node-has-values	2.0.1-4
node-hosted-git-info	9.0.2-1build1
node-http-proxy-agent	7.0.2~0~2025070717+~cs15.2.7-1build1
node-https-proxy-agent	7.0.6~0~2025070717+~cs15.2.7-1build1
node-iconv-lite	0.6.3-3
node-icss-utils	5.1.0+~5.1.2-1
node-ieee754	1.2.1-3
node-iferr	1.0.2+~1.0.4-1
node-ignore	5.2.1-1
node-imurmurhash	0.1.4+dfsg+~0.1.1-2
node-indent-string	4.0.0-2
node-inherits	2.0.4-6
node-ini	3.0.1-2
node-interpret	2.2.0-3
node-ip	2.0.1+~1.1.3-3
node-ip-regex	4.3.0+~4.1.1-1
node-is-arrayish	0.3.4-1
node-is-binary-path	2.1.0-5
node-is-buffer	2.0.5-2
node-is-descriptor	3.0.0-2
node-is-extendable	1.0.1-3
node-is-extglob	2.1.1-5
node-is-glob	4.0.3-2
node-is-number	7.0.0-4
node-is-path-cwd	2.2.0-2
node-is-path-inside	3.0.3-2
node-is-plain-obj	3.0.0-2
node-is-plain-object	5.0.0-8
node-is-primitive	3.0.1-3
node-is-stream	3.0.0-5
node-is-windows	1.0.2+~cs1.0.0-1
node-isarray	2.0.5-4
node-isexe	2.0.0+~2.0.1-5
node-isobject	4.0.0-2
node-istanbul	0.4.5+repack10+~cs98.25.59-7
node-jest-debbundle	29.6.2~ds3+~cs73.45.28-3build3
node-jest-worker	29.6.2~ds3+~cs73.45.28-3build3
node-js-tokens	8.0.0-2
node-js-yaml	4.1.1+dfsg+~4.0.9-1
node-jsesc	3.0.2+~3.0.1-1
node-json-buffer	3.0.1+~3.0.2-1
node-json-parse-better-errors	1.0.2+~cs3.3.1-3
node-json-schema	0.4.0+~7.0.15-1
node-json-schema-traverse	1.0.0-3
node-json-stable-stringify	1.0.2+repack1+~cs1.0.34-2
node-json5	2.2.3+dfsg-3
node-jsonify	0.0.1-1
node-jsonparse	1.3.1-10
node-kind-of	6.0.3+dfsg-2
node-lcov-parse	1.0.0+20170612git80d039574ed9-7
node-levn	0.4.1+dfsg-2
node-llhttp	9.3.3~really9.3.0+~cs12.11.8-3build1
node-loader-runner	4.3.1-1
node-locate-path	7.1.1-2
node-lodash	4.17.23+dfsg-1
node-lodash-packages	4.17.23+dfsg-1
node-log-driver	1.2.7+git+20180219+bba1761737-8
node-long	5.2.3-3
node-lowercase-keys	2.0.0-2
node-lru-cache	10.0.1-3
node-make-dir	3.1.0-3
node-map-visit	1.0.0-4
node-memfs	3.4.12+~cs1.0.3-1
node-memory-fs	0.5.0+~0.3.3-2
node-merge-stream	2.0.0+~1.1.2-2
node-micromatch	4.0.8+~4.0.10-2
node-mime	4.1.0+dfsg+~cs8.97.10-6build5
node-mime-types	3.0.2+~3.0.1-1
node-mimic-fn	4.0.0-6
node-mimic-response	3.1.0-9
node-minimatch	9.0.3-6
node-minimist	1.2.8+~cs5.3.5-1
node-minipass	5.0.0+~cs13.3.24-1build1
node-mixin-deep	2.0.1-3
node-mkdirp	2.1.6+~cs5.2.1-5
node-move-concurrently	1.0.1-7
node-ms	2.1.3+~cs0.7.31-3
node-mute-stream	0.0.8+~0.0.1-3
node-n3	1.16.3+~1.2.3+~1.10.4-3
node-negotiator	0.6.3+~0.6.1-1
node-neo-async	2.6.2+~cs3.0.0-3
node-nopt	9.0.0-1build1
node-normalize-package-data	8.0.0+~2.4.4-3build1
node-normalize-path	3.0.0+~3.0.2-1
node-npm-bundled	2.0.1-2
node-npm-package-arg	10.0.0+~3.0.0-2
node-npm-run-path	5.1.0+~4.0.0-9
node-npmlog	7.0.1+~4.1.4-1
node-object-assign	4.1.1-7
node-object-inspect	1.12.2+~cs1.8.1-1
node-object-visit	1.0.1-5
node-once	1.4.1-1
node-opener	1.5.2+~1.4.3-1
node-optimist	0.6.1+~0.0.30-2
node-optionator	0.9.1+dfsg+~cs1.2.3-1
node-osenv	0.1.5+~0.1.3-1
node-p-cancelable	2.1.1-1
node-p-limit	4.0.0+~cs4.0.0-5
node-p-locate	6.0.0-14
node-p-map	4.0.0+~3.1.0+~3.0.1-2
node-parse-json	5.2.0+~cs5.1.7-2
node-pascalcase	1.0.0-1
node-path-dirname	1.0.2-2
node-path-exists	5.0.0-9
node-path-is-absolute	2.0.0-2
node-path-is-inside	1.0.2+~1.0.3-1
node-path-scurry	1.9.2-2
node-path-type	4.0.0-3
node-picocolors	1.1.1-1
node-pify	5.0.0+~cs5.0.1-1
node-pkg-dir	5.0.0-2
node-playwright	1.38.0+ds-4
node-postcss	8.5.8+~cs9.3.30-1
node-postcss-modules-extract-imports	3.1.0-1
node-postcss-modules-values	4.0.0+~4.0.2-1
node-postcss-value-parser	4.2.0-1
node-prelude-ls	1.2.1+dfsg-3
node-process-nextick-args	2.0.1-3
node-progress	2.0.3-2
node-promise-inflight	1.0.1+~1.0.3-1
node-promise-retry	2.0.1-4
node-promzard	0.3.0-2
node-prr	1.0.1-3
node-punycode	2.3.1+~2.1.4-1
node-quick-lru	6.1.1-4
node-randombytes	2.1.0+~2.0.3-1
node-re2:amd64	1.23.3+~cs1.3.5-1
node-read	1.0.7-5
node-read-package-json	5.0.2+~2.0.0-5build1
node-read-pkg	5.2.0-2
node-readable-stream	3.6.0+~cs3.0.0-4build1
node-readdirp	3.6.0-3
node-rechoir	0.8.0+~0.6.4-1
node-regenerate	1.4.2-3
node-regenerate-unicode-properties	10.2.2+ds-2
node-regenerator-runtime	0.15.2+~0.10.8-1
node-regenerator-transform	0.15.2+~0.10.8-1
node-regexpp	3.2.0-7
node-regexpu-core	6.2.0-2build1
node-regjsgen	0.8.0+ds-1
node-regjsparser	0.12.0+ds-2
node-repeat-string	1.6.1+repack-1
node-require-directory	2.1.1+~2.1.7-1
node-require-from-string	2.0.2+~1.2.3-1
node-resolve	1.22.10+~cs5.37.15-1
node-resolve-cwd	3.0.0-2
node-resolve-from	5.0.0+~3.1.0+~3.3.0+~2.0.0-1
node-restore-cursor	4.0.0-4
node-resumer	0.0.0-6
node-retry	0.13.1.+~cs2.19.16-1
node-rimraf	4.4.1-6
node-run-queue	2.0.0-3
node-safe-buffer	5.2.1+~cs2.1.2-3
node-schema-utils	4.2.0~ds-4
node-semver	7.6.1+~7.5.8-2
node-serialize-javascript	7.0.4+~5.0.4-1
node-set-blocking	2.0.0-2
node-set-immediate-shim	2.0.0-2
node-set-value	4.1.0+~4.0.3-1
node-shebang-command	2.0.0-1
node-shebang-regex	3.0.0-2
node-shell-quote	1.8.3+~1.7.5-1
node-signal-exit	4.1.0-8
node-slash	5.1.0-2build1
node-slice-ansi	5.0.0+~cs9.0.0-5
node-source-list-map	2.0.1+dfsg+~0.1.2-1
node-source-map	0.7.0++dfsg2+really.0.6.1-15
node-source-map-support	0.5.21+ds+~0.5.10-2
node-spdx-correct	3.2.0+~3.1.3-1
node-spdx-exceptions	2.5.0-1
node-spdx-expression-parse	4.0.0+~3.0.5-1
node-spdx-license-ids	3.26.0-1
node-sprintf-js	1.1.3+ds1+~1.1.4-2
node-ssri	9.0.1-3
node-stack-utils	2.0.6+~2.0.3-1
node-string-decoder	1.3.0-6
node-string-width	4.2.3+~cs13.2.3-1
node-strip-ansi	7.2.0-1
node-strip-bom	4.0.0-2
node-strip-eof	3.0.0-6
node-strip-json-comments	4.0.0-4
node-supports-color	10.2.2+ds-3
node-tap	16.3.7+ds3+~cs49.5.20-6
node-tap-mocha-reporter	5.0.4+~2.1.0-1
node-tap-parser	13.0.1+~cs4.1.3-4
node-tapable	2.2.1-3
node-tape	5.6.1+~cs8.20.19-5
node-tar	6.2.1+ds1+~cs6.1.13-10
node-terser	5.46.1-4
node-text-table	0.2.0-5
node-through	2.3.8+~cs0.0.33-1
node-time-stamp	2.2.0-2
node-to-fast-properties	3.0.1-3
node-to-regex-range	5.0.1-4
node-tslib	2.4.1-1
node-type-check	0.4.0+dfsg-3
node-typedarray	0.0.7-1
node-undici	7.18.2+dfsg+~cs3.2.0-1build1
node-unicode-canonical-property-names-ecmascript	2.0.1-1
node-unicode-match-property-ecmascript	2.0.0-2
node-unicode-match-property-value-ecmascript	2.2.0+ds-1build1
node-unicode-property-aliases-ecmascript	2.1.0+ds-1
node-union-value	2.0.1-4
node-unique-filename	1.1.1+ds-2
node-unset-value	2.0.1-1
node-util	0.12.5+~1.0.10-2
node-util-deprecate	1.0.2-4
node-uuid	8.3.2+~8.3.4-3
node-v8-compile-cache	2.4.0-4
node-v8flags	3.2.0+~3.1.1-1
node-validate-npm-package-license	3.0.4-3
node-validate-npm-package-name	5.0.0+~4.0.0-1
node-watchpack	2.4.0+~cs2.8.1-1
node-wcwidth.js	1.0.2-2
node-webassemblyjs	1.14.1+dfsg3+~cs1.2.7-2
node-webpack-sources	3.2.3+~3.2.0-2
node-which	2.0.2+~cs1.3.2-5
node-wide-align	1.1.3-4
node-widest-line	3.1.0-2
node-wordwrap	1.0.0-4
node-wrap-ansi	8.0.1+~8.0.1-3
node-wrappy	1.0.2-3
node-write	2.0.0~6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-5
node-write-file-atomic	7.0.1+~4.0.3-1
node-ws	8.19.0+~cs14.19.1-1
node-xtend	4.0.2-3
node-y18n	5.0.8+~5.0.0-4
node-yallist	4.0.0+~4.0.1-2
node-yaml	2.8.3+~cs0.4.0-1
node-yargs	16.2.0+~16.0.4-7
node-yargs-parser	21.1.1+~21.0.0-4
nodejs	22.22.1+dfsg+~cs22.19.15-1ubuntu1
nodejs-doc	22.22.1+dfsg+~cs22.19.15-1ubuntu1
nomachine	9.6.3-3
npm	9.2.0~ds3-1
ntfs-3g	1:2022.10.3-5ubuntu1.1
numactl	2.0.19-1build1
nvidia-compute-utils-580	580.159.03-0ubuntu0.26.04.1
nvidia-container-toolkit	1.19.1-1
nvidia-container-toolkit-base	1.19.1-1
nvidia-dkms-580-open	580.159.03-0ubuntu0.26.04.1
nvidia-driver-580-open	580.159.03-0ubuntu0.26.04.1
nvidia-firmware-580-580.159.03	580.159.03-0ubuntu0.26.04.1
nvidia-kernel-common-580	580.159.03-0ubuntu0.26.04.1
nvidia-kernel-source-580-open	580.159.03-0ubuntu0.26.04.1
nvidia-prime	0.8.17.2build1
nvidia-settings	510.47.03-0ubuntu7
nvidia-utils-580	580.159.03-0ubuntu0.26.04.1
nvtop	3.2.0-2
obs-studio	32.1.2-0obsproject2~resolute
ocl-icd-libopencl1:amd64	2.3.4-1
ocl-icd-libopencl1:i386	2.3.4-1
openjdk-17-jdk:amd64	17.0.19+10-1~26.04.2
openjdk-17-jdk-headless:amd64	17.0.19+10-1~26.04.2
openjdk-17-jre:amd64	17.0.19+10-1~26.04.2
openjdk-17-jre-headless:amd64	17.0.19+10-1~26.04.2
openjdk-21-jre:amd64	21.0.11+10-1~26.04.2
openjdk-21-jre-headless:amd64	21.0.11+10-1~26.04.2
openjdk-25-jre:amd64	25.0.3+9-2~26.04.2
openjdk-25-jre-headless:amd64	25.0.3+9-2~26.04.2
openprinting-ppds	20250819-1build1
openscad	2021.01-11
openscad-mcad	2019.05-1build1
openshot-qt	3.4.0+dfsg1-2
openssh-client	1:10.2p1-2ubuntu3.5
openssh-server	1:10.2p1-2ubuntu3.5
openssh-sftp-server	1:10.2p1-2ubuntu3.5
openssl	3.5.5-1ubuntu3.3
openssl-provider-legacy	3.5.5-1ubuntu3.3
openvpn	2.7.0-1ubuntu1.2
orca	50.1.2-1ubuntu1
os-prober	1.84ubuntu1
osinfo-db	0.20250606-1ubuntu2
ovmf	2025.11-3ubuntu7
ovmf-amdsev	2025.11-3ubuntu7
ovmf-generic	2025.11-3ubuntu7
ovmf-inteltdx	2025.11-3ubuntu7
p11-kit	0.26.2-2
p11-kit-modules:amd64	0.26.2-2
packagekit	1.3.4-3ubuntu1
papers	50.1-0ubuntu1.1
papers-common	50.1-0ubuntu1.1
parted	3.6-6
passt	0.0~git20260120.386b5f5-1
passwd	1:4.17.4-2ubuntu3
patch	2.8-2build1
pavucontrol	6.1-1build1
pci.ids	0.0~2026.02.12-1
pciutils	1:3.14.0-1build2
pcmciautils	018-19
pcsc-tools	1.7.4-1
pcscd	2.4.1-1
perl	5.40.1-7ubuntu0.1
perl-base	5.40.1-7ubuntu0.1
perl-modules-5.40	5.40.1-7ubuntu0.1
perl-openssl-defaults:amd64	7build4
php	2:8.5+99ubuntu1
php-common	2:99ubuntu1
php8.3-cli	8.3.6-0ubuntu0.24.04.8
php8.3-common	8.3.6-0ubuntu0.24.04.8
php8.3-opcache	8.3.6-0ubuntu0.24.04.8
php8.3-readline	8.3.6-0ubuntu0.24.04.8
php8.5	8.5.4-0ubuntu1.2
php8.5-cli	8.5.4-0ubuntu1.2
php8.5-common	8.5.4-0ubuntu1.2
php8.5-readline	8.5.4-0ubuntu1.2
pigz	2.8-1build1
pinentry-curses	1.3.2-3ubuntu1
pinentry-gnome3	1.3.2-3ubuntu1
pipewire:amd64	1.6.2-1ubuntu1.1
pipewire-alsa:amd64	1.6.2-1ubuntu1.1
pipewire-audio	1.6.2-1ubuntu1.1
pipewire-bin	1.6.2-1ubuntu1.1
pipewire-module-xrdp	0.2-2
pipewire-pulse	1.6.2-1ubuntu1.1
pkexec	127-2ubuntu1
pkg-config:amd64	2.5.1-4
pkgconf:amd64	2.5.1-4
pkgconf-bin	2.5.1-4
plasma-desktoptheme	6.6.4-0ubuntu1
playerctl	2.4.1-3build1
plymouth	24.004.60+git20250831.4a3c171d-0ubuntu8
plymouth-label	24.004.60+git20250831.4a3c171d-0ubuntu8
plymouth-theme-spinner	24.004.60+git20250831.4a3c171d-0ubuntu8
plymouth-theme-ubuntu-text	24.004.60+git20250831.4a3c171d-0ubuntu8
pnp.ids	0.394-1build1
podman	5.7.0+ds2-3build1
policykit-1	124-2ubuntu1.24.04.3
policykit-1-gnome	0.105-8build1
policykit-desktop-privileges	0.22build1
polkitd	127-2ubuntu1
poppler-data	0.4.12-1build1
poppler-utils	26.01.0-2ubuntu0.1
postfix	3.10.6-4ubuntu2.1
power-profiles-daemon	0.30-2
powermgmt-base	1.38ubuntu2
ppp	2.5.2-1+1.2
pptp-linux	1.10.0-2build1
preview-latex-style	13.2-1.1
printer-driver-brlaser	6.2.8-1
printer-driver-c2esp	27-11ubuntu8
printer-driver-foo2zjs	20200505dfsg0-3ubuntu1
printer-driver-foo2zjs-common	20200505dfsg0-3ubuntu1
printer-driver-hpcups	3.24.4+dfsg0-0ubuntu8.1
printer-driver-m2300w	0.51-15build3
printer-driver-min12xxw	0.0.9-11build4
printer-driver-pnm2ppa	1.13+nondbs-0ubuntu11
printer-driver-postscript-hp	3.24.4+dfsg0-0ubuntu8.1
printer-driver-ptouch	1.7.1-1build1
printer-driver-pxljr	1.4+repack0-6build3
printer-driver-sag-gdi	0.1-8build1
printer-driver-splix	2.0.1-2
procps	2:4.0.4-9ubuntu1
proj-bin	9.7.1-1
proj-data	9.7.1-1
psmisc	23.7-2ubuntu2
ptyxis	50.1-1ubuntu2
publicsuffix	20260129.1928-1
pulseaudio-utils	1:17.0+dfsg1-2ubuntu4
python-apt-common	3.1.0ubuntu1
python-babel-localedata	2.17.0-2
python3	3.14.3-0ubuntu2
python3-accessible-pygments	0.0.5-2build1
python3-alabaster	1.0.0-1
python3-apport	2.34.0-0ubuntu2
python3-apt	3.1.0ubuntu1
python3-aptdaemon	2.0.2build1
python3-aptdaemon.gtk3widgets	2.0.2build1
python3-attr	25.4.0-1build1
python3-autocommand	2.2.2-4
python3-babel	2.17.0-2
python3-bcrypt	5.0.0-3build1
python3-blinker	1.9.0-2build1
python3-bpfcc	0.35.0+ds-1ubuntu2
python3-brlapi:amd64	6.7-1ubuntu6
python3-brotli	1.2.0-3build1
python3-bs4	4.14.3-2build1
python3-cairo	1.27.0-2build2
python3-certifi	2026.1.4+ds-1
python3-cffi-backend:amd64	2.0.0-3build1
python3-chardet	5.2.0+dfsg-2build1
python3-click	8.2.0+0.really.8.1.8-1build1
python3-commandnotfound	23.04.0build1
python3-compose	1.29.2-6ubuntu1
python3-configobj	5.0.9-1build1
python3-cryptography	46.0.5-1ubuntu2
python3-cssselect	1.4.0-1
python3-cups	2.0.4-3build1
python3-cupshelpers	1.5.18-4ubuntu2
python3-dasbus	1.7-2build1
python3-dbus	1.4.0-1build2
python3-debconf	1.5.92
python3-debian	1.0.1ubuntu2
python3-defer	1.0.6-2.1ubuntu2
python3-defusedxml	0.7.1-3build1
python3-dev	3.14.3-0ubuntu2
python3-distro	1.9.0-1build1
python3-distro-info	1.15
python3-distupgrade	1:26.04.18
python3-docker	7.1.0-2ubuntu1
python3-dockerpty	0.4.1-5build1
python3-docopt	0.6.2-7
python3-docutils	0.22.4+dfsg-1
python3-dotenv	1.0.1-1build1
python3-fasteners	0.19-2build1
python3-gdbm	3.14.3-0ubuntu2
python3-gi	3.56.2-1
python3-html5lib	1.2-3
python3-httplib2	0.22.0-1ubuntu0.1
python3-ibus-1.0	1.5.34~rc2-1
python3-idna	3.11-1ubuntu0.1
python3-imagesize	1.4.1-1build1
python3-inflect	7.5.0-1build1
python3-jaraco.context	6.0.1-2
python3-jaraco.functools	4.1.0-1build1
python3-jaraco.text	4.0.0-1build1
python3-jinja2	3.1.6-1build1
python3-json-pointer	2.4-4
python3-jsonpatch	1.32-6
python3-jsonschema	4.19.2-6ubuntu2
python3-jsonschema-specifications	2023.12.1-4
python3-jwt	2.10.1-4ubuntu1
python3-launchpadlib	2.1.0-1build1
python3-lazr.restfulclient	0.14.6-3build1
python3-lazr.uri	1.0.6-7build1
python3-linkify-it	2.0.3-1ubuntu3
python3-louis	3.36.0-1
python3-lxml:amd64	6.0.2-1build1
python3-mako	1.3.10-3ubuntu0.1
python3-markdown-it	3.0.0-3build1
python3-markupsafe	3.0.3-1build1
python3-mdurl	0.1.2-1build1
python3-minimal	3.14.3-0ubuntu2
python3-monotonic	1.6-3build1
python3-more-itertools	10.8.0-1build1
python3-mutagen	1.47.0-1build1
python3-nacl	1.5.0-8
python3-netaddr	1.3.0-1build1
python3-netifaces:amd64	0.11.0-2build7
python3-netplan	1.2-1ubuntu5
python3-oauthlib	3.3.1-1build1
python3-olefile	0.47-1build1
python3-openshot	0.5.0+dfsg1-1build2
python3-packaging	26.0-1
python3-paramiko	4.0.0-1ubuntu2
python3-passlib	1.9.3-1ubuntu1
python3-pexpect	4.9-4
python3-pil:amd64	12.1.1-2ubuntu1.2
python3-pip	25.1.1+dfsg-1ubuntu2
python3-pkg-resources	78.1.1-0.1build1
python3-problem-report	2.34.0-0ubuntu2
python3-protobuf	3.21.12-15ubuntu1
python3-psutil	7.1.0-1ubuntu1
python3-ptyprocess	0.7.0-6build1
python3-pycriu	4.2-1ubuntu2
python3-pycryptodome	3.20.0+dfsg-3build1
python3-pygments	2.19.2+dfsg-1
python3-pyparsing	3.3.2-2
python3-pyqt5	5.15.11+dfsg-3build3
python3-pyqt5.qtsvg	5.15.11+dfsg-3build3
python3-pyqt5.qtwebchannel	5.15.11+dfsg-3build3
python3-pyqt5.qtwebengine	5.15.7-1
python3-pyqt5.sip	12.17.2-1build1
python3-referencing	0.36.2-1ubuntu2
python3-requests	2.32.5+dfsg-1ubuntu1
python3-rich	13.9.4-1.2
python3-roman-numerals	4.1.0-1
python3-rpds-py	0.27.1-2ubuntu3
python3-serial	3.5-2build1
python3-setproctitle:amd64	1.3.7-2build1
python3-setuptools	78.1.1-0.1build1
python3-snowballstemmer	3.0.1-1
python3-socks	1.7.1+dfsg-1build1
python3-software-properties	0.120
python3-soupsieve	2.8.3-1
python3-speechd	0.12.1-2ubuntu1
python3-sphinx	8.2.3-12
python3-sphinx-inline-tabs	2023.4.21-3
python3-sss	2.12.0-1ubuntu5.1
python3-systemd	235-1build9
python3-texttable	1.7.0-1build1
python3-typeguard	4.4.4-2
python3-typing-extensions	4.15.0-2
python3-uc-micro	1.0.3-1build1
python3-uno	4:26.2.4.2-0ubuntu0.26.04.2
python3-update-manager	1:26.04.5
python3-urllib3	2.6.3-1ubuntu1.1
python3-wadllib	2.0.0-3
python3-webencodings	0.5.1-5build1
python3-websocket	1.9.0-1
python3-websockets	15.0.1-1build2
python3-wheel	0.46.3-2
python3-xdg	0.28-3
python3-xkit	0.5.0ubuntu8
python3-yaml	6.0.3-1build1
python3-zipp	3.23.0-1build1
python3-zmq	27.1.0-1build1
python3.14	3.14.4-1ubuntu0.1
python3.14-dev	3.14.4-1ubuntu0.1
python3.14-gdbm	3.14.4-1ubuntu0.1
python3.14-minimal	3.14.4-1ubuntu0.1
qalc	5.9.0-1
qemu-block-extra	1:10.2.1+ds-1ubuntu3
qemu-system-common	1:10.2.1+ds-1ubuntu3
qemu-system-data	1:10.2.1+ds-1ubuntu3
qemu-system-gui	1:10.2.1+ds-1ubuntu3
qemu-system-modules-opengl	1:10.2.1+ds-1ubuntu3
